hotel,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,is_canceled
City Hotel,37,June,25,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,42.0,,0,Transient,96.3,0,0,0
City Hotel,26,March,14,29,0,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,128.33,0,1,0
Resort Hotel,51,August,32,3,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,240.0,,0,Transient,201.0,0,0,0
City Hotel,32,May,21,26,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,0,1
Resort Hotel,171,March,10,5,2,5,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,E,E,0,No Deposit,298.0,,0,Transient-Party,73.0,0,0,0
City Hotel,47,September,37,7,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.95,0,0,0
Resort Hotel,150,July,31,30,2,5,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,204.0,0,3,0
City Hotel,372,July,29,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,1
City Hotel,49,December,50,8,0,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,156.6,0,2,1
Resort Hotel,9,October,43,24,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,,0,Transient,54.0,0,0,1
City Hotel,5,September,37,8,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,114.0,0,2,0
City Hotel,94,April,17,27,0,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.0,0,0,0
Resort Hotel,111,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,1
City Hotel,63,March,10,7,0,4,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,117.3,0,1,0
Resort Hotel,0,March,10,1,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,40.0,0,0,0
City Hotel,80,October,43,19,0,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,128.7,0,0,0
City Hotel,53,June,24,15,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0,0
City Hotel,53,March,11,13,1,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,0,1
City Hotel,51,June,24,16,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,140.0,0,1,1
City Hotel,238,March,11,17,1,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,1
City Hotel,145,March,12,25,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,1,1
Resort Hotel,106,January,4,23,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,41.4,0,1,0
Resort Hotel,85,August,32,7,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,,0,Transient,114.14,0,2,0
City Hotel,191,June,23,3,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient-Party,49.5,0,0,0
Resort Hotel,40,October,41,7,2,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,163.75,0,0,1
City Hotel,6,February,7,16,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,0
Resort Hotel,172,July,28,5,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,,0,Transient,75.6,0,0,1
City Hotel,27,June,26,19,2,1,2,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,95.0,0,0,0
City Hotel,12,July,28,9,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,96.0,0,0,0
City Hotel,69,April,18,27,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,105.3,0,0,1
City Hotel,280,September,39,19,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,35,Transient,100.0,0,0,1
City Hotel,44,February,8,17,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,3,Transient,75.0,0,0,1
Resort Hotel,183,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,1
City Hotel,159,September,40,28,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,94.25,0,2,1
Resort Hotel,74,March,14,28,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,40.0,0,0,1
City Hotel,188,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,1
City Hotel,159,May,22,26,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,F,F,8,No Deposit,9.0,,0,Transient-Party,198.9,0,0,1
Resort Hotel,4,June,23,10,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,149.0,1,0,0
Resort Hotel,2,May,19,8,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,152.0,,0,Transient,64.0,0,1,1
City Hotel,23,April,16,10,2,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,125.0,0,0,0
City Hotel,139,August,33,7,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.3,0,1,0
City Hotel,139,June,24,12,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,110.0,0,0,1
City Hotel,203,March,13,27,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,119.0,0,3,0
City Hotel,23,June,25,18,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,7.0,,0,Transient,95.83,0,1,0
City Hotel,320,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,0
Resort Hotel,1,March,11,18,0,1,1,0.0,0,BB,PRT,Direct,TA/TO,1,0,1,A,D,2,No Deposit,,,0,Group,35.0,0,0,0
Resort Hotel,227,September,37,5,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,62.9,0,1,0
City Hotel,4,August,32,1,1,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,0,1
City Hotel,207,August,32,10,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,2,0
City Hotel,234,February,8,19,2,1,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,1,1
City Hotel,32,December,51,17,2,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,66.59,1,1,0
Resort Hotel,210,May,18,4,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient,90.0,0,1,1
Resort Hotel,1,November,48,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,38.0,0,0,0
City Hotel,39,August,33,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,0
City Hotel,82,November,47,19,2,5,2,1.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,74.8,0,3,0
Resort Hotel,7,October,41,5,0,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,405.0,0,Transient-Party,50.0,0,1,0
Resort Hotel,10,September,40,28,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,65.12,0,0,0
City Hotel,19,July,30,25,0,2,2,0.0,0,SC,SWE,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,130.0,0,1,1
Resort Hotel,258,June,25,20,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.1,0,2,1
Resort Hotel,81,December,51,11,2,0,3,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,87.0,0,0,1
City Hotel,202,July,28,11,0,4,2,0.0,0,HB,KAZ,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,121.1,0,3,0
Resort Hotel,27,May,19,10,0,3,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,94.0,0,1,0
City Hotel,20,October,44,26,0,3,1,0.0,0,BB,SWE,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,105.0,0,0,0
City Hotel,21,April,17,29,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,2,0
Resort Hotel,34,August,34,24,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,256.0,1,3,0
City Hotel,36,June,26,19,2,1,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,1,0
Resort Hotel,201,May,21,16,1,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115.0,,0,Transient,52.2,0,2,0
City Hotel,124,April,14,8,1,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,1
Resort Hotel,303,June,23,5,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.1,0,0,1
City Hotel,220,June,25,21,1,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,7.0,,0,Transient,76.24,0,1,0
Resort Hotel,37,August,34,16,1,0,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,307.0,0,Transient-Party,172.0,0,0,0
Resort Hotel,38,October,44,23,2,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,63.4,0,0,0
City Hotel,90,April,17,23,2,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,77.68,0,0,0
Resort Hotel,337,October,42,9,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,E,0,No Deposit,273.0,,101,Transient-Party,66.28,0,0,0
City Hotel,50,January,1,3,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,71.28,0,1,1
City Hotel,94,May,19,3,2,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,164.9,0,1,1
City Hotel,268,July,29,12,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,5.0,,0,Transient,82.0,0,0,1
City Hotel,13,April,15,10,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,139.0,0,0,0
City Hotel,14,September,36,4,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,78.54,0,1,0
City Hotel,16,August,32,9,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1,0
City Hotel,332,September,38,14,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,1
Resort Hotel,2,March,11,12,2,5,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,E,E,1,No Deposit,250.0,,0,Transient,71.81,1,0,0
City Hotel,243,September,37,9,1,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.4,0,0,1
Resort Hotel,63,February,5,4,4,10,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,39.84,0,1,0
City Hotel,0,August,34,21,1,1,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,2,0
Resort Hotel,92,April,15,14,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,80.02,0,2,0
City Hotel,161,July,29,15,1,2,3,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,96.9,0,1,0
Resort Hotel,40,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,55.0,0,0,0
Resort Hotel,344,June,25,22,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,58.7,0,0,0
Resort Hotel,12,August,34,16,1,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,110.0,,0,Transient,184.45,0,0,1
Resort Hotel,4,October,44,28,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,8,A,A,0,No Deposit,,421.0,0,Transient,54.9,0,1,0
City Hotel,3,February,9,26,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,203.0,0,Transient-Party,31.0,0,1,0
City Hotel,270,April,17,20,0,4,2,0.0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,187,Transient-Party,80.0,0,0,0
Resort Hotel,236,January,2,10,0,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,46.17,0,1,0
City Hotel,1,December,53,31,0,1,2,0.0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9.0,,0,Transient,140.0,0,2,0
City Hotel,115,February,9,27,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,134.0,,0,Transient-Party,87.0,0,0,0
City Hotel,62,November,48,20,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,0
Resort Hotel,4,January,2,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,314.0,,0,Transient-Party,38.4,0,0,0
City Hotel,111,September,38,16,0,2,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,168.3,0,3,0
City Hotel,305,November,45,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0,1
City Hotel,120,June,26,30,0,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,0,1
Resort Hotel,49,March,10,5,2,2,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,66.0,0,0,0
City Hotel,4,August,36,30,0,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.0,0,2,0
Resort Hotel,66,November,45,3,2,8,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.8,0,2,1
Resort Hotel,38,March,12,17,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,35.0,1,0,0
City Hotel,57,July,30,18,1,0,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,84.6,0,0,0
City Hotel,80,November,47,20,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Group,94.0,1,0,0
City Hotel,18,June,24,11,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.0,0,1,0
City Hotel,159,September,39,19,1,2,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,144.0,0,0,0
City Hotel,461,October,42,13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,1
Resort Hotel,236,May,20,12,0,3,3,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,C,3,No Deposit,315.0,,0,Transient-Party,66.0,1,0,0
City Hotel,16,November,45,4,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,,122.0,0,Transient,95.0,0,0,1
Resort Hotel,4,July,28,13,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,120.0,0,1,0
Resort Hotel,177,June,26,20,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,240.0,,0,Transient,85.5,0,0,1
City Hotel,405,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0,0,0
Resort Hotel,5,October,43,22,2,2,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,F,F,0,No Deposit,,,0,Transient-Party,8.0,0,0,1
City Hotel,105,May,20,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0,1
City Hotel,60,June,23,1,0,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,1,0
City Hotel,40,August,35,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,451.0,0,Transient,95.0,0,0,0
City Hotel,343,September,39,25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,Non Refund,1.0,,0,Transient,170.0,0,0,1
Resort Hotel,96,October,45,31,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,46.8,0,0,1
Resort Hotel,0,December,51,16,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,E,E,0,No Deposit,,,0,Transient,50.0,0,2,0
City Hotel,36,March,10,6,2,5,2,0.0,0,BB,DZA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,77.23,0,0,0
Resort Hotel,83,September,38,11,2,4,3,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,194.0,0,2,1
City Hotel,126,October,42,9,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,110.7,0,4,0
Resort Hotel,172,September,39,22,1,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,132.0,1,2,0
City Hotel,64,May,21,17,0,2,1,0.0,0,BB,MAR,Corporate,TA/TO,0,0,0,A,F,0,No Deposit,,218.0,0,Transient-Party,130.0,0,0,0
City Hotel,45,October,44,29,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,0,Transient,70.0,0,0,1
City Hotel,265,June,26,24,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,112.0,0,1,0
City Hotel,92,October,41,7,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,58,Transient-Party,70.0,0,0,0
Resort Hotel,23,February,6,6,2,1,2,1.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,68.75,0,2,0
Resort Hotel,54,February,8,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,1
Resort Hotel,3,February,8,14,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,75.0,0,0,1
City Hotel,143,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,0,Transient,120.0,0,0,1
City Hotel,10,February,8,22,0,4,3,0.0,0,BB,LBN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,143.18,0,2,0
Resort Hotel,67,August,35,27,4,7,2,0.0,0,HB,PRT,Direct,Direct,0,0,1,F,F,4,No Deposit,,,0,Transient,214.92,0,1,0
Resort Hotel,77,September,38,17,2,6,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,69.0,,0,Contract,91.25,0,1,0
City Hotel,1,February,7,12,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,0,0
City Hotel,76,April,14,4,4,12,3,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,194.06,0,3,1
Resort Hotel,23,June,23,9,1,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,142.12,0,1,0
Resort Hotel,236,October,42,13,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,95.0,,0,Transient,57.6,0,0,0
City Hotel,3,June,26,20,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,152.0,0,0,0
Resort Hotel,217,June,25,18,2,4,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,170.0,0,2,1
Resort Hotel,69,September,37,10,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,,0,Transient,97.5,1,0,0
Resort Hotel,181,June,25,17,3,7,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,128.0,,0,Transient,66.6,0,0,0
Resort Hotel,253,September,37,12,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96.0,,0,Transient,58.95,0,0,1
Resort Hotel,233,June,26,25,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,114.29,1,2,0
City Hotel,349,October,41,4,1,5,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,162,Transient-Party,80.0,0,0,1
City Hotel,4,July,28,8,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,1,0
Resort Hotel,167,July,27,1,2,6,2,1.0,1,BB,PRT,Direct,Direct,0,0,0,C,C,3,No Deposit,250.0,,0,Transient,130.5,0,1,0
Resort Hotel,52,August,35,29,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Transient,98.29,0,0,0
Resort Hotel,6,June,23,10,0,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,180.0,0,0,1
Resort Hotel,0,October,41,4,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,90.0,1,0,0
City Hotel,2,April,14,5,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,11,A,E,0,No Deposit,,45.0,0,Transient,0.0,0,2,0
Resort Hotel,43,November,45,3,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,30.6,0,1,0
City Hotel,76,February,6,4,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,62.1,0,0,1
Resort Hotel,142,September,37,6,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,103.85,0,1,1
City Hotel,5,November,48,23,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,1
City Hotel,0,April,17,23,1,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,123.0,1,0,0
City Hotel,137,January,5,27,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,45,Transient,70.0,0,0,1
City Hotel,6,March,13,22,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0,1
City Hotel,17,August,35,22,1,1,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,184.45,0,0,0
Resort Hotel,15,March,13,30,2,6,0,0.0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,523.0,0,Transient-Party,0.0,0,0,0
